area_health_resource_files_release_year,occupation_name,geography_name,hispanic,white,black,asian,pacific,indigenous,other,less_than_30,30_to_39,40_to_49,50_to_59,60+,male,female,hispanic-latino_%,white_%,black-african_american_%,asian_%,native_hawaiian-other_pacific_islander_%,american_indian-alaska_native_%,other-multiple_races_%,less_than_30_%,30_to_39_%,40_to_49_%,50_to_59_%,60+_%,male_%,female_%,missing-suppressed_raceethnicity_data_comment,missing-suppressed_age_data_comment,missing-suppressed_gender_data_comment,hrsa_data_warehouse_processing_date
ACS 5-Year 2015-2019,Optometrists,Ohio,,1410.0,,,,,,166.0,323.0,339.0,390.0,293.0,829.0,682.0,,93.316,,,,,,10.986,21.377,22.435,25.811,19.391,54.864,45.136,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Oklahoma,,464.0,,,,,,,206.0,77.0,115.0,121.0,346.0,205.0,,84.211,,,,,,,37.387,13.975,20.871,21.96,62.795,37.205,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Oregon,,448.0,,,,,,,80.0,226.0,,112.0,376.0,99.0,,94.316,,,,,,,16.842,47.579,,23.579,79.158,20.842,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Pennsylvania,,1573.0,,,,,,190.0,252.0,372.0,363.0,479.0,894.0,762.0,,94.988,,,,,,11.473,15.217,22.464,21.92,28.925,53.986,46.014,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Rhode Island,,143.0,,,,,,,40.0,,,67.0,52.0,117.0,,84.615,,,,,,,23.669,,,39.645,30.769,69.231,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,South Carolina,,244.0,,,,,,,136.0,41.0,57.0,86.0,195.0,138.0,,73.273,,,,,,,40.841,12.312,17.117,25.826,58.559,41.441,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,South Dakota,,95.0,,,,,,,,,,,87.0,,,100.0,,,,,,,,,,,91.579,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: [No Data]; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Tennessee,,888.0,,197.0,,,,94.0,455.0,373.0,166.0,106.0,777.0,417.0,,74.372,,16.499,,,,7.873,38.107,31.24,13.903,8.878,65.075,34.925,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Texas,302.0,1735.0,,1342.0,,,,318.0,849.0,1308.0,504.0,481.0,1575.0,1885.0,8.728,50.145,,38.786,,,,9.191,24.538,37.803,14.566,13.902,45.52,54.48,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Utah,,361.0,,,,,,,165.0,98.0,72.0,,348.0,,,100.0,,,,,,,45.706,27.147,19.945,,96.399,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 60 or Older: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Virginia,,770.0,,146.0,,,,,153.0,246.0,297.0,250.0,668.0,338.0,,76.541,,14.513,,,,,15.209,24.453,29.523,24.851,66.402,33.598,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Washington,,468.0,,181.0,,,,137.0,215.0,109.0,,229.0,371.0,350.0,,64.91,,25.104,,,,19.001,29.82,15.118,,31.761,51.456,48.544,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,50 to 59 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,West Virginia,,114.0,,,,,,,,,,,56.0,58.0,,100.0,,,,,,,,,,,49.123,50.877,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Wisconsin,,852.0,,,,,,,162.0,294.0,136.0,246.0,504.0,348.0,,100.0,,,,,,,19.014,34.507,15.962,28.873,59.155,40.845,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Optometrists,Wyoming,,114.0,,,,,,,,,54.0,,98.0,,,100.0,,,,,,,,,47.368,,85.965,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: [No Data]; 40 to 49 Years Old: Supressed; 60 or Older: [No Data],Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Alabama,166.0,5364.0,6904.0,,,,253.0,3066.0,2304.0,2365.0,2576.0,2445.0,1157.0,11599.0,1.301,42.051,54.124,,,,1.983,24.036,18.062,18.54,20.194,19.167,9.07,90.93,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Alaska,264.0,2466.0,,590.0,190.0,451.0,191.0,1405.0,851.0,607.0,778.0,770.0,1244.0,3167.0,5.985,55.906,,13.376,4.307,10.224,4.33,31.852,19.293,13.761,17.638,17.456,28.202,71.798,Black (Non-Hispanic): Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Arizona,13278.0,14989.0,5637.0,1204.0,45.0,2597.0,587.0,9241.0,6768.0,6962.0,8502.0,6864.0,7325.0,31012.0,34.635,39.098,14.704,3.141,0.117,6.774,1.531,24.105,17.654,18.16,22.177,17.904,19.107,80.893,,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Arkansas,349.0,6335.0,2899.0,104.0,,,395.0,2242.0,1962.0,1432.0,2254.0,2240.0,1222.0,8908.0,3.445,62.537,28.618,1.027,,,3.899,22.132,19.368,14.136,22.251,22.113,12.063,87.937,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,California,124913.0,86986.0,37915.0,73466.0,4439.0,1324.0,8125.0,56426.0,51981.0,67232.0,88636.0,72893.0,65409.0,271759.0,37.048,25.799,11.245,21.789,1.317,0.393,2.41,16.735,15.417,19.94,26.288,21.619,19.4,80.6,,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Colorado,3937.0,11958.0,1614.0,737.0,,201.0,590.0,5240.0,3193.0,2515.0,4309.0,3780.0,3537.0,15500.0,20.681,62.815,8.478,3.871,,1.056,3.099,27.525,16.773,13.211,22.635,19.856,18.58,81.42,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Connecticut,4132.0,7865.0,6150.0,148.0,,,659.0,3815.0,4547.0,3466.0,4157.0,2969.0,2530.0,16424.0,21.8,41.495,32.447,0.781,,,3.477,20.128,23.99,18.286,21.932,15.664,13.348,86.652,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Delaware,74.0,715.0,1327.0,,,89.0,,540.0,570.0,474.0,374.0,362.0,550.0,1770.0,3.19,30.819,57.198,,,3.836,,23.276,24.569,20.431,16.121,15.603,23.707,76.293,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,District of Columbia,213.0,138.0,2881.0,183.0,,,,652.0,891.0,670.0,599.0,627.0,961.0,2478.0,6.194,4.013,83.774,5.321,,,,18.959,25.909,19.482,17.418,18.232,27.944,72.056,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Florida,9680.0,17236.0,16228.0,1565.0,,,759.0,6586.0,7582.0,8421.0,12352.0,10614.0,6202.0,39353.0,21.249,37.836,35.623,3.435,,,1.666,14.457,16.644,18.485,27.114,23.299,13.614,86.386,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Georgia,962.0,7997.0,11192.0,702.0,,,476.0,4184.0,3962.0,4203.0,5256.0,3775.0,2831.0,18549.0,4.5,37.404,52.348,3.283,,,2.226,19.57,18.531,19.659,24.584,17.657,13.241,86.759,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Hawaii,349.0,764.0,,1584.0,383.0,,600.0,565.0,525.0,724.0,1163.0,738.0,653.0,3062.0,9.394,20.565,,42.638,10.31,,16.151,15.209,14.132,19.489,31.306,19.865,17.577,82.423,Black (Non-Hispanic): Supressed; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Idaho,1450.0,7649.0,,,,,113.0,3742.0,1439.0,1150.0,1873.0,1329.0,1508.0,8025.0,15.21,80.237,,,,,1.185,39.253,15.095,12.063,19.648,13.941,15.819,84.181,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Illinois,7215.0,24777.0,21350.0,6477.0,,95.0,1259.0,11855.0,10715.0,10868.0,14587.0,13148.0,7973.0,53200.0,11.794,40.503,34.901,10.588,,0.155,2.058,19.379,17.516,17.766,23.845,21.493,13.034,86.966,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Indiana,629.0,15478.0,5023.0,240.0,,,349.0,6146.0,3725.0,3526.0,4375.0,3960.0,3423.0,18309.0,2.894,71.222,23.113,1.104,,,1.606,28.281,17.141,16.225,20.132,18.222,15.751,84.249,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Iowa,1084.0,9837.0,1202.0,378.0,,,523.0,4561.0,1999.0,2122.0,2501.0,1864.0,2114.0,10933.0,8.308,75.397,9.213,2.897,,,4.009,34.958,15.322,16.264,19.169,14.287,16.203,83.797,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Kansas,776.0,7177.0,1534.0,206.0,,63.0,420.0,2544.0,1840.0,1422.0,2040.0,2330.0,1907.0,8269.0,7.626,70.529,15.075,2.024,,0.619,4.127,25.0,18.082,13.974,20.047,22.897,18.74,81.26,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Kentucky,270.0,11715.0,1677.0,,,,271.0,4570.0,2530.0,2151.0,2608.0,2127.0,2346.0,11640.0,1.931,83.762,11.991,,,,1.938,32.676,18.09,15.38,18.647,15.208,16.774,83.226,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Louisiana,372.0,5358.0,16726.0,129.0,,,259.0,5294.0,6155.0,4215.0,3863.0,3353.0,2279.0,20601.0,1.626,23.418,73.103,0.564,,,1.132,23.138,26.901,18.422,16.884,14.655,9.961,90.039,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Maine,204.0,7625.0,289.0,116.0,,,215.0,2459.0,1157.0,1238.0,2087.0,1548.0,2013.0,6476.0,2.403,89.822,3.404,1.366,,,2.533,28.967,13.629,14.584,24.585,18.235,23.713,76.287,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Maryland,946.0,5241.0,9074.0,1293.0,,,285.0,3438.0,2990.0,3026.0,4490.0,2920.0,3149.0,13715.0,5.61,31.078,53.807,7.667,,,1.69,20.387,17.73,17.944,26.625,17.315,18.673,81.327,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Massachusetts,7877.0,16668.0,8080.0,1025.0,,,1242.0,8102.0,6500.0,7898.0,6791.0,5683.0,7485.0,27489.0,22.522,47.658,23.103,2.931,,,3.551,23.166,18.585,22.582,19.417,16.249,21.402,78.598,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Michigan,1847.0,29831.0,14852.0,531.0,,380.0,979.0,13625.0,8632.0,8740.0,9960.0,7511.0,8069.0,40399.0,3.811,61.548,30.643,1.096,,0.784,2.02,28.111,17.81,18.033,20.55,15.497,16.648,83.352,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Minnesota,2160.0,26288.0,9075.0,2265.0,,586.0,1269.0,15546.0,7917.0,6181.0,6681.0,5318.0,7643.0,34000.0,5.187,63.127,21.792,5.439,,1.407,3.047,37.332,19.012,14.843,16.044,12.77,18.354,81.646,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Mississippi,,3678.0,6341.0,124.0,,,146.0,2312.0,2319.0,2201.0,1934.0,1595.0,897.0,9464.0,,35.499,61.201,1.197,,,1.409,22.314,22.382,21.243,18.666,15.394,8.657,91.343,Hispanic: Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Missouri,542.0,17500.0,4932.0,330.0,,,435.0,6706.0,4411.0,3561.0,4733.0,4442.0,3755.0,20098.0,2.272,73.366,20.677,1.383,,,1.824,28.114,18.492,14.929,19.842,18.622,15.742,84.258,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Montana,245.0,4461.0,,,,298.0,213.0,1963.0,807.0,711.0,1094.0,711.0,917.0,4369.0,4.635,84.393,,,,5.638,4.03,37.136,15.267,13.451,20.696,13.451,17.348,82.652,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Nebraska,427.0,4630.0,1104.0,622.0,,131.0,157.0,1983.0,1802.0,1187.0,942.0,1166.0,1266.0,5814.0,6.031,65.395,15.593,8.785,,1.85,2.218,28.008,25.452,16.766,13.305,16.469,17.881,82.119,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Nevada,2061.0,4133.0,1285.0,1002.0,214.0,,257.0,2212.0,1299.0,1542.0,2105.0,1818.0,1429.0,7547.0,22.961,46.045,14.316,11.163,2.384,,2.863,24.643,14.472,17.179,23.451,20.254,15.92,84.08,American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,New Hampshire,,4321.0,,243.0,,,104.0,1106.0,814.0,918.0,800.0,1291.0,1035.0,3894.0,,87.665,,4.93,,,2.11,22.439,16.515,18.624,16.23,26.192,20.998,79.002,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,New Jersey,6626.0,6513.0,7815.0,1532.0,,,296.0,3341.0,3794.0,4854.0,6479.0,4340.0,3348.0,19460.0,29.051,28.556,34.264,6.717,,,1.298,14.648,16.635,21.282,28.407,19.028,14.679,85.321,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,New Mexico,11247.0,3478.0,435.0,115.0,,2488.0,238.0,4047.0,3257.0,3533.0,3715.0,3449.0,3870.0,14131.0,62.48,19.321,2.417,0.639,,13.821,1.322,22.482,18.093,19.627,20.638,19.16,21.499,78.501,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,New York,17860.0,33635.0,29799.0,10967.0,,181.0,2841.0,22814.0,16778.0,18887.0,22667.0,14137.0,17305.0,77978.0,18.744,35.3,31.274,11.51,,0.19,2.982,23.943,17.609,19.822,23.789,14.837,18.162,81.838,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,North Carolina,1138.0,13374.0,13239.0,409.0,,282.0,886.0,6817.0,5143.0,5095.0,6158.0,6144.0,3684.0,25673.0,3.876,45.556,45.097,1.393,,0.961,3.018,23.221,17.519,17.355,20.976,20.929,12.549,87.451,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,North Dakota,,3252.0,267.0,,,250.0,,1429.0,789.0,424.0,736.0,536.0,734.0,3180.0,,83.086,6.822,,,6.387,,36.51,20.158,10.833,18.804,13.694,18.753,81.247,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Ohio,1107.0,24651.0,10906.0,761.0,,102.0,721.0,10312.0,7320.0,7047.0,6736.0,6833.0,6500.0,31748.0,2.894,64.45,28.514,1.99,,0.267,1.885,26.961,19.138,18.424,17.611,17.865,16.994,83.006,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Oklahoma,342.0,6001.0,2153.0,183.0,,691.0,503.0,1927.0,2522.0,2083.0,1754.0,1587.0,1412.0,8461.0,3.464,60.782,21.807,1.854,,6.999,5.095,19.518,25.544,21.098,17.766,16.074,14.302,85.698,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Oregon,5056.0,29855.0,2360.0,1638.0,651.0,361.0,1559.0,13153.0,7570.0,6075.0,7729.0,6953.0,7959.0,33521.0,12.189,71.974,5.689,3.949,1.569,0.87,3.758,31.709,18.25,14.646,18.633,16.762,19.188,80.812,,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Pennsylvania,5989.0,40861.0,18579.0,2324.0,,,1700.0,19863.0,13389.0,11119.0,14637.0,10511.0,12629.0,56890.0,8.615,58.777,26.725,3.343,,,2.445,28.572,19.259,15.994,21.055,15.12,18.166,81.834,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Rhode Island,413.0,2295.0,588.0,215.0,,,223.0,1291.0,640.0,605.0,638.0,560.0,1179.0,2555.0,11.061,61.462,15.747,5.758,,,5.972,34.574,17.14,16.202,17.086,14.997,31.575,68.425,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,South Carolina,314.0,5960.0,8887.0,85.0,,73.0,236.0,3750.0,2543.0,3156.0,3553.0,2553.0,1763.0,13792.0,2.019,38.316,57.133,0.546,,0.469,1.517,24.108,16.348,20.289,22.842,16.413,11.334,88.666,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,South Dakota,86.0,2499.0,290.0,,,138.0,,1268.0,479.0,642.0,152.0,630.0,545.0,2626.0,2.712,78.808,9.145,,,4.352,,39.987,15.106,20.246,4.793,19.868,17.187,82.813,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Tennessee,487.0,16669.0,9282.0,203.0,,,877.0,7205.0,6144.0,5378.0,4872.0,3938.0,4108.0,23429.0,1.769,60.533,33.707,0.737,,,3.185,26.165,22.312,19.53,17.693,14.301,14.918,85.082,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Texas,58214.0,27124.0,32520.0,2951.0,,318.0,1557.0,26968.0,19400.0,25045.0,28565.0,22738.0,16254.0,106462.0,47.438,22.103,26.5,2.405,,0.259,1.269,21.976,15.809,20.409,23.277,18.529,13.245,86.755,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Utah,771.0,4531.0,101.0,,271.0,63.0,,3047.0,812.0,589.0,828.0,631.0,1438.0,4469.0,13.052,76.706,1.71,,4.588,1.067,,51.583,13.746,9.971,14.017,10.682,24.344,75.656,Asian (Non-Hispanic): Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Vermont,,4503.0,145.0,,,,83.0,918.0,1247.0,701.0,910.0,965.0,928.0,3813.0,,94.98,3.058,,,,1.751,19.363,26.302,14.786,19.194,20.354,19.574,80.426,Hispanic: Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Virginia,2166.0,12998.0,12086.0,1532.0,,,518.0,7212.0,4673.0,5226.0,6101.0,6114.0,3456.0,25870.0,7.386,44.322,41.213,5.224,,,1.766,24.593,15.935,17.82,20.804,20.848,11.785,88.215,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,Washington,5811.0,28302.0,6763.0,4902.0,606.0,528.0,1775.0,10282.0,9220.0,8065.0,10591.0,10529.0,8654.0,40033.0,11.935,58.131,13.891,10.068,1.245,1.084,3.646,21.119,18.937,16.565,21.753,21.626,17.775,82.225,,,,2022/03/21
ACS 5-Year 2015-2019,Personal Care Aides,West Virginia,50.0,11249.0,775.0,,,,232.0,2568.0,2218.0,2996.0,2610.0,1972.0,2004.0,10360.0,0.404,90.982,6.268,,,,1.876,20.77,17.939,24.232,21.11,15.95,16.208,83.792,Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
